scenario_provider,scenario,stringency_old,stringency_fixed
REMIND 2.1,LeastTotalCost_NPi_brkSR15_SSP2_P50,UNKNOWN,C8
REMIND 2.1,LeastTotalCost_NPi_brkSR15_SSP5_P50,UNKNOWN,C8
REMIND 2.1,R2p1_SSP1-Base,UNKNOWN,UNKNOWN
REMIND 2.1,R2p1_SSP1-NDC,UNKNOWN,UNKNOWN
REMIND 2.1,R2p1_SSP1-NPi,UNKNOWN,C8
REMIND 2.1,R2p1_SSP1-PkBudg1100,UNKNOWN,C5
REMIND 2.1,R2p1_SSP1-PkBudg1300,UNKNOWN,C6
REMIND 2.1,R2p1_SSP1-PkBudg900,UNKNOWN,C4
REMIND 2.1,R2p1_SSP2-Base,UNKNOWN,UNKNOWN
REMIND 2.1,R2p1_SSP2-NDC,UNKNOWN,UNKNOWN
REMIND 2.1,R2p1_SSP2-NPi,UNKNOWN,C8
REMIND 2.1,R2p1_SSP2-PkBudg1100,UNKNOWN,C5
REMIND 2.1,R2p1_SSP2-PkBudg1300,UNKNOWN,C6
REMIND 2.1,R2p1_SSP2-PkBudg900,UNKNOWN,C4
REMIND 2.1,R2p1_SSP5-Base,UNKNOWN,UNKNOWN
REMIND 2.1,R2p1_SSP5-NDC,UNKNOWN,UNKNOWN
REMIND 2.1,R2p1_SSP5-NPi,UNKNOWN,C8
REMIND 2.1,R2p1_SSP5-PkBudg1100,UNKNOWN,C5
REMIND 2.1,R2p1_SSP5-PkBudg1300,UNKNOWN,C6
REMIND 2.1,R2p1_SSP5-PkBudg900,UNKNOWN,C4
REMIND 2.1,TechCost-SSP2-B1100-bioH,UNKNOWN,C5
REMIND 2.1,TechCost-SSP2-B1100-ccsH,UNKNOWN,C5
REMIND 2.1,TechCost-SSP2-B1100-coalH,UNKNOWN,C5
REMIND 2.1,TechCost-SSP2-B1100-elh2H,UNKNOWN,C5
REMIND 2.1,TechCost-SSP2-B1100-gasH,UNKNOWN,C5
REMIND 2.1,TechCost-SSP2-B1100-nucH,UNKNOWN,C5
REMIND 2.1,TechCost-SSP2-B1100-oilH,UNKNOWN,C5
REMIND 2.1,TechCost-SSP2-B1100-spvH,UNKNOWN,C5
REMIND 2.1,TechCost-SSP2-B1100-windH,UNKNOWN,C5
REMIND-Buildings 2.0,BEG-Base,UNKNOWN,UNKNOWN
REMIND-Buildings 2.0,BEG-Budg600,UNKNOWN,C2
REMIND-Buildings 2.0,BEG-Budg600-EG,UNKNOWN,C2
REMIND-Buildings 2.0,BEG-EG,UNKNOWN,UNKNOWN
REMIND-H13 2.1,START_BAU,UNKNOWN,UNKNOWN
REMIND-H13 2.1,START_Current_Policies,UNKNOWN,UNKNOWN
REMIND-H13 2.1,START_Net-zero,UNKNOWN,UNKNOWN
REMIND-H13 2.1,START_Net-zero_noLandUse_CDRlim,UNKNOWN,UNKNOWN
REMIND-H13 2.1,START_Net-zero_noNuc_lowVRE,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,C2,C2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1600,C2,C2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,C2,C2
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDCi,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi,UNKNOWN,C8
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,UNKNOWN,C4
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1600,UNKNOWN,C7
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,UNKNOWN,C1
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CO_BAU,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CO_Bridge,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CO_CurPol,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CO_GPP,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,CO_NDCplus,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_NDC,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_NPi,UNKNOWN,C8
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_goodpractice,UNKNOWN,UNKNOWN
REMIND-MAgPIE 1.7-3.0,PEP_netzero,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_hybrid_def,UNKNOWN,C6
REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_no-transfer_def,UNKNOWN,C6
REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_uniform-pricing_def,UNKNOWN,C6
REMIND-MAgPIE 2.0-4.1,Diff_No-policy_baseline,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-Npi,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-fullCDR,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-minCDR,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-Npi,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_NDCp,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_NDCp,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1200,UNKNOWN,C5
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1200f,UNKNOWN,C5
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1400,UNKNOWN,C6
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1400f,UNKNOWN,C6
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1600,UNKNOWN,C7
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1600f,UNKNOWN,C7
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1800,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1800f,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2000,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2000f,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2500,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2500f,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_3000,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_3000f,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700,UNKNOWN,C3
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700f,UNKNOWN,C3
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800,UNKNOWN,C3
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800f,UNKNOWN,C3
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900f,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000_COV,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f_COV,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200,UNKNOWN,C5
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200f,UNKNOWN,C5
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1400,UNKNOWN,C6
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1400f,UNKNOWN,C6
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1600,UNKNOWN,C7
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1600f,UNKNOWN,C7
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1800,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1800f,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2000,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2000f,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2500,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2500f,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_3000,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_3000f,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,UNKNOWN,C1
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,UNKNOWN,C2
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700,UNKNOWN,C3
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700f,UNKNOWN,C3
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800,UNKNOWN,C3
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800f,UNKNOWN,C3
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900f,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,EN_NPi2100,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_NPi2100_COV,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,EN_NoPolicy,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-95th,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-median,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-95th,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-median,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Delayed Transition,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-95th,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-median,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-NPi,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NPi,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NPi,UNKNOWN,C8
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1100,UNKNOWN,C5
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1300,UNKNOWN,C6
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,UNKNOWN,C4
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Base,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Npi,UNKNOWN,UNKNOWN
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,UNKNOWN,C5
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300,UNKNOWN,C6
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,UNKNOWN,C4
REMIND-Transport 2.1,Transport_Budg1100_Conv,UNKNOWN,C5
REMIND-Transport 2.1,Transport_Budg1100_Conv-LowD,UNKNOWN,C5
REMIND-Transport 2.1,Transport_Budg1100_ConvSyn,UNKNOWN,C5
REMIND-Transport 2.1,Transport_Budg1100_ElecPush,UNKNOWN,C5
REMIND-Transport 2.1,Transport_Budg1100_ElecPush-LowD,UNKNOWN,C5
REMIND-Transport 2.1,Transport_Budg1100_H2Push,UNKNOWN,C5
REMIND-Transport 2.1,Transport_NDC_Conv,UNKNOWN,UNKNOWN
REMIND-Transport 2.1,Transport_NPi_Conv,UNKNOWN,C8
TIAM-ECN 1.1,EN_INDCi2030_1000,UNKNOWN,C4
TIAM-ECN 1.1,EN_INDCi2030_1000_COV,UNKNOWN,C4
TIAM-ECN 1.1,EN_INDCi2030_1000_NDCp,UNKNOWN,C4
TIAM-ECN 1.1,EN_INDCi2030_1000f,UNKNOWN,C4
TIAM-ECN 1.1,EN_INDCi2030_1000f_COV,UNKNOWN,C4
TIAM-ECN 1.1,EN_INDCi2030_1000f_NDCp,UNKNOWN,C4
TIAM-ECN 1.1,EN_INDCi2030_1200,UNKNOWN,C5
TIAM-ECN 1.1,EN_INDCi2030_1200f,UNKNOWN,C5
TIAM-ECN 1.1,EN_INDCi2030_1400,UNKNOWN,C6
TIAM-ECN 1.1,EN_INDCi2030_1400f,UNKNOWN,C6
TIAM-ECN 1.1,EN_INDCi2030_1600,UNKNOWN,C7
TIAM-ECN 1.1,EN_INDCi2030_1600f,UNKNOWN,C7
TIAM-ECN 1.1,EN_INDCi2030_2000,UNKNOWN,C8
TIAM-ECN 1.1,EN_INDCi2030_2000f,UNKNOWN,C8
TIAM-ECN 1.1,EN_INDCi2030_2500,UNKNOWN,C2
TIAM-ECN 1.1,EN_INDCi2030_2500f,UNKNOWN,C2
TIAM-ECN 1.1,EN_INDCi2030_3000,UNKNOWN,C1
TIAM-ECN 1.1,EN_INDCi2030_3000f,UNKNOWN,C1
TIAM-ECN 1.1,EN_INDCi2030_900,UNKNOWN,C4
TIAM-ECN 1.1,EN_INDCi2030_900f,UNKNOWN,C4
TIAM-ECN 1.1,EN_INDCi2100,UNKNOWN,UNKNOWN
TIAM-ECN 1.1,EN_INDCi2100_COV,UNKNOWN,UNKNOWN
TIAM-ECN 1.1,EN_INDCi2100_NDCp,UNKNOWN,UNKNOWN
TIAM-ECN 1.1,EN_NPi2020_1000,UNKNOWN,C4
TIAM-ECN 1.1,EN_NPi2020_1000_COV,UNKNOWN,C4
TIAM-ECN 1.1,EN_NPi2020_1000f,UNKNOWN,C4
TIAM-ECN 1.1,EN_NPi2020_1000f_COV,UNKNOWN,C4
TIAM-ECN 1.1,EN_NPi2020_1200,UNKNOWN,C5
TIAM-ECN 1.1,EN_NPi2020_1200f,UNKNOWN,C5
TIAM-ECN 1.1,EN_NPi2020_1400,UNKNOWN,C6
TIAM-ECN 1.1,EN_NPi2020_1400f,UNKNOWN,C6
TIAM-ECN 1.1,EN_NPi2020_1600,UNKNOWN,C7
TIAM-ECN 1.1,EN_NPi2020_1600f,UNKNOWN,C7
TIAM-ECN 1.1,EN_NPi2020_2000,UNKNOWN,C8
TIAM-ECN 1.1,EN_NPi2020_2000f,UNKNOWN,C8
TIAM-ECN 1.1,EN_NPi2020_2500,UNKNOWN,C2
TIAM-ECN 1.1,EN_NPi2020_2500f,UNKNOWN,C2
TIAM-ECN 1.1,EN_NPi2020_3000,UNKNOWN,C1
TIAM-ECN 1.1,EN_NPi2020_3000f,UNKNOWN,C1
TIAM-ECN 1.1,EN_NPi2020_800,UNKNOWN,C3
TIAM-ECN 1.1,EN_NPi2020_800f,UNKNOWN,C3
TIAM-ECN 1.1,EN_NPi2020_900,UNKNOWN,C4
TIAM-ECN 1.1,EN_NPi2020_900f,UNKNOWN,C4
TIAM-ECN 1.1,EN_NPi2100,UNKNOWN,C8
TIAM-ECN 1.1,EN_NPi2100_COV,UNKNOWN,C8
WITCH 4.6,DISCRATE_Ref_dr2p,UNKNOWN,UNKNOWN
WITCH 4.6,DISCRATE_Ref_dr3p,UNKNOWN,UNKNOWN
WITCH 4.6,DISCRATE_Ref_dr4p,UNKNOWN,UNKNOWN
WITCH 4.6,DISCRATE_Ref_dr5p,UNKNOWN,UNKNOWN
WITCH 5.0,CO_2Deg2020,UNKNOWN,UNKNOWN
WITCH 5.0,CO_2Deg2030,UNKNOWN,UNKNOWN
WITCH 5.0,CO_BAU,UNKNOWN,UNKNOWN
WITCH 5.0,CO_Bridge,UNKNOWN,UNKNOWN
WITCH 5.0,CO_CurPol,UNKNOWN,UNKNOWN
WITCH 5.0,CO_GPP,UNKNOWN,UNKNOWN
WITCH 5.0,CO_NDC_2050convergence,UNKNOWN,UNKNOWN
WITCH 5.0,CO_NDCplus,UNKNOWN,UNKNOWN
WITCH 5.0,EN_INDCi2030_1000,UNKNOWN,C4
WITCH 5.0,EN_INDCi2030_1000_NDCp,UNKNOWN,C4
WITCH 5.0,EN_INDCi2030_1000f,UNKNOWN,C4
WITCH 5.0,EN_INDCi2030_1000f_NDCp,UNKNOWN,C4
WITCH 5.0,EN_INDCi2030_1200,UNKNOWN,C5
WITCH 5.0,EN_INDCi2030_1200_NDCp,UNKNOWN,C5
WITCH 5.0,EN_INDCi2030_1200f,UNKNOWN,C5
WITCH 5.0,EN_INDCi2030_1200f_NDCp,UNKNOWN,C5
WITCH 5.0,EN_INDCi2030_1400,UNKNOWN,C6
WITCH 5.0,EN_INDCi2030_1400_NDCp,UNKNOWN,C6
WITCH 5.0,EN_INDCi2030_1400f,UNKNOWN,C6
WITCH 5.0,EN_INDCi2030_1400f_NDCp,UNKNOWN,C6
WITCH 5.0,EN_INDCi2030_1600,UNKNOWN,C7
WITCH 5.0,EN_INDCi2030_1600_NDCp,UNKNOWN,C7
WITCH 5.0,EN_INDCi2030_1600f,UNKNOWN,C7
WITCH 5.0,EN_INDCi2030_1600f_NDCp,UNKNOWN,C7
WITCH 5.0,EN_INDCi2030_1800,UNKNOWN,C8
WITCH 5.0,EN_INDCi2030_1800_NDCp,UNKNOWN,C8
WITCH 5.0,EN_INDCi2030_1800f,UNKNOWN,C8
WITCH 5.0,EN_INDCi2030_1800f_NDCp,UNKNOWN,C8
WITCH 5.0,EN_INDCi2030_2000,UNKNOWN,C8
WITCH 5.0,EN_INDCi2030_2000_NDCp,UNKNOWN,C8
WITCH 5.0,EN_INDCi2030_2000f,UNKNOWN,C8
WITCH 5.0,EN_INDCi2030_2000f_NDCp,UNKNOWN,C8
WITCH 5.0,EN_INDCi2030_2500,UNKNOWN,C2
WITCH 5.0,EN_INDCi2030_2500_NDCp,UNKNOWN,C2
WITCH 5.0,EN_INDCi2030_2500f,UNKNOWN,C2
WITCH 5.0,EN_INDCi2030_2500f_NDCp,UNKNOWN,C2
WITCH 5.0,EN_INDCi2030_3000,UNKNOWN,C1
WITCH 5.0,EN_INDCi2030_3000_NDCp,UNKNOWN,C1
WITCH 5.0,EN_INDCi2030_3000f,UNKNOWN,C1
WITCH 5.0,EN_INDCi2030_3000f_NDCp,UNKNOWN,C1
WITCH 5.0,EN_INDCi2030_500f,UNKNOWN,C2
WITCH 5.0,EN_INDCi2030_600f,UNKNOWN,C2
WITCH 5.0,EN_INDCi2030_600f_NDCp,UNKNOWN,C2
WITCH 5.0,EN_INDCi2030_700f,UNKNOWN,C3
WITCH 5.0,EN_INDCi2030_700f_NDCp,UNKNOWN,C3
WITCH 5.0,EN_INDCi2030_800,UNKNOWN,C3
WITCH 5.0,EN_INDCi2030_800_NDCp,UNKNOWN,C3
WITCH 5.0,EN_INDCi2030_800f,UNKNOWN,C3
WITCH 5.0,EN_INDCi2030_800f_NDCp,UNKNOWN,C3
WITCH 5.0,EN_INDCi2030_900,UNKNOWN,C4
WITCH 5.0,EN_INDCi2030_900_NDCp,UNKNOWN,C4
WITCH 5.0,EN_INDCi2030_900f,UNKNOWN,C4
WITCH 5.0,EN_INDCi2030_900f_NDCp,UNKNOWN,C4
WITCH 5.0,EN_INDCi2100,UNKNOWN,UNKNOWN
WITCH 5.0,EN_INDCi2100_NDCp,UNKNOWN,UNKNOWN
WITCH 5.0,EN_NPi2020_1000,UNKNOWN,C4
WITCH 5.0,EN_NPi2020_1000f,UNKNOWN,C4
WITCH 5.0,EN_NPi2020_1200,UNKNOWN,C5
WITCH 5.0,EN_NPi2020_1200f,UNKNOWN,C5
WITCH 5.0,EN_NPi2020_1400,UNKNOWN,C6
WITCH 5.0,EN_NPi2020_1400f,UNKNOWN,C6
WITCH 5.0,EN_NPi2020_1600,UNKNOWN,C7
WITCH 5.0,EN_NPi2020_1600f,UNKNOWN,C7
WITCH 5.0,EN_NPi2020_1800,UNKNOWN,C8
WITCH 5.0,EN_NPi2020_1800f,UNKNOWN,C8
WITCH 5.0,EN_NPi2020_2000,UNKNOWN,C8
WITCH 5.0,EN_NPi2020_2000f,UNKNOWN,C8
WITCH 5.0,EN_NPi2020_2500,UNKNOWN,C2
WITCH 5.0,EN_NPi2020_2500f,UNKNOWN,C2
WITCH 5.0,EN_NPi2020_3000,UNKNOWN,C1
WITCH 5.0,EN_NPi2020_3000f,UNKNOWN,C1
WITCH 5.0,EN_NPi2020_400f,UNKNOWN,C1
WITCH 5.0,EN_NPi2020_450,UNKNOWN,C8
WITCH 5.0,EN_NPi2020_450f,UNKNOWN,C8
WITCH 5.0,EN_NPi2020_500,UNKNOWN,C2
WITCH 5.0,EN_NPi2020_500f,UNKNOWN,C2
WITCH 5.0,EN_NPi2020_600,UNKNOWN,C2
WITCH 5.0,EN_NPi2020_600f,UNKNOWN,C2
WITCH 5.0,EN_NPi2020_700,UNKNOWN,C3
WITCH 5.0,EN_NPi2020_700f,UNKNOWN,C3
WITCH 5.0,EN_NPi2020_800,UNKNOWN,C3
WITCH 5.0,EN_NPi2020_800f,UNKNOWN,C3
WITCH 5.0,EN_NPi2020_900,UNKNOWN,C4
WITCH 5.0,EN_NPi2020_900f,UNKNOWN,C4
WITCH 5.0,EN_NPi2100,UNKNOWN,C8
WITCH 5.0,EN_NoPolicy,UNKNOWN,UNKNOWN
